Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
TTI,"Tetra Technologies, Inc.",5.3,$491.23M,n/a,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/tti
TEVA,Teva Pharmaceutical Industries Limited,41.03,$37.5B,n/a,Health Care US,Major Pharmaceuticals,http://www.nasdaq.com/symbol/teva
TPL,Texas Pacific Land Trust,281.4,$2.24B,n/a,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/tpl
TGH,Textainer Group Holdings Limited,9.65,$546.1M,2007,Technology US,Diversified Commercial Services,http://www.nasdaq.com/symbol/tgh
TXT,Textron Inc.,45.14,$12.2B,n/a,Capital Goods US,Aerospace,http://www.nasdaq.com/symbol/txt
TTF,"Thai Fund, Inc. (The)",7.75,$93.55M,1988,n/a,n/a,http://www.nasdaq.com/symbol/ttf
AES,The AES Corporation,11.22,$7.4B,n/a,Basic Industries US,Electric Utilities: Central,http://www.nasdaq.com/symbol/aes
AES^C,The AES Corporation,50.01,n/a,n/a,Basic Industries US,Electric Utilities: Central,http://www.nasdaq.com/symbol/aes^c
BX,The Blackstone Group L.P.,25.27,$30.23B,2007,Finance US,Investment Managers,http://www.nasdaq.com/symbol/bx
SCHW,The Charles Schwab Corporation,36.76,$48.73B,n/a,Finance US,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/schw
SCHW^B,The Charles Schwab Corporation,24.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/schw^b
SCHW^C,The Charles Schwab Corporation,24.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/schw^c
SCHW^D,The Charles Schwab Corporation,24.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/schw^d
SRV,The Cushing MLP Total Return Fund,12.153,$81.84M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/srv
GRX,The Gabelli Healthcare & Wellness Trust,9.69,$192.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grx
GRX^A,The Gabelli Healthcare & Wellness Trust,25.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grx^a
GRX^B,The Gabelli Healthcare & Wellness Trust,26.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grx^b
GDL,The GDL Fund,9.71,$183.89M,2007,n/a,n/a,http://www.nasdaq.com/symbol/gdl
GDL^B,The GDL Fund,50.5885,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gdl^b
THG,"The Hanover Insurance Group, Inc.",83.36,$3.55B,n/a,Finance US,Property-Casualty Insurers,http://www.nasdaq.com/symbol/thg
THGA,"The Hanover Insurance Group, Inc.",25.24,n/a,n/a,Finance US,Property-Casualty Insurers,http://www.nasdaq.com/symbol/thga
RUBI,"The Rubicon Project, Inc.",7.75,$380.05M,2014,Technology US,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/rubi
TRV,"The Travelers Companies, Inc.",112.18,$31.87B,n/a,Finance US,Property-Casualty Insurers,http://www.nasdaq.com/symbol/trv
TMO,Thermo Fisher Scientific Inc,148.02,$58.47B,n/a,Capital Goods US,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tmo
THR,"Thermon Group Holdings, Inc.",20.83,$673.37M,2011,Energy US,Industrial Machinery/Components,http://www.nasdaq.com/symbol/thr
TPRE,Third Point Reinsurance Ltd.,12.45,$1.32B,2013,Finance US,Property-Casualty Insurers,http://www.nasdaq.com/symbol/tpre
TSLF,THL Credit Senior Loan Fund,16.62,$123.3M,2013,n/a,n/a,http://www.nasdaq.com/symbol/tslf
TCRX,"THL Credit, Inc.",25.5,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/tcrx
TCRZ,"THL Credit, Inc.",25.633,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/tcrz
TRI,Thomson Reuters Corp,41.56,$30.61B,n/a,Consumer Services US,Publishing,http://www.nasdaq.com/symbol/tri
THO,"Thor Industries, Inc.",84.67,$4.44B,n/a,Consumer Non-Durables US,Homebuilding,http://www.nasdaq.com/symbol/tho
TDW,Tidewater Inc.,1.9,$89.43M,n/a,Consumer Services US,Marine Transportation US,http://www.nasdaq.com/symbol/tdw
TIER,"TIER REIT, Inc.",15.93,$760.54M,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tier
TIF,Tiffany & Co.,78.1,$9.75B,1987,Consumer Services US,Consumer Specialties,http://www.nasdaq.com/symbol/tif
TLYS,"Tilly&#39;s, Inc.",10.32,$294.61M,2012,Consumer Services US,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tlys
TSU,TIM Participacoes S.A.,11.84,$5.73B,n/a,Public Utilities US,Telecommunications Equipment,http://www.nasdaq.com/symbol/tsu
TIME,Time Inc.,13.7,$1.36B,2014,Consumer Services US,Newspapers/Magazines,http://www.nasdaq.com/symbol/time
TWX,Time Warner Inc.,86.8,$66.93B,n/a,Consumer Services US,Television Services,http://www.nasdaq.com/symbol/twx
TKR,Timken Company (The),39.15,$3.05B,n/a,Capital Goods US,Metal Fabrications,http://www.nasdaq.com/symbol/tkr
TMST,Timken Steel Corporation,13.56,$599.65M,2014,Basic Industries US,Steel/Iron Ore,http://www.nasdaq.com/symbol/tmst
TWI,"Titan International, Inc.",11.76,$635.7M,n/a,Basic Industries US,Steel/Iron Ore,http://www.nasdaq.com/symbol/twi
TJX,"TJX Companies, Inc. (The)",74.22,$48.74B,n/a,Consumer Services US,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tjx
TOL,Toll Brothers Inc.,29.22,$4.79B,n/a,Capital Goods US,Homebuilding,http://www.nasdaq.com/symbol/tol
TR,"Tootsie Roll Industries, Inc.",38.05,$1.45B,n/a,Consumer Non-Durables US,Specialty Foods,http://www.nasdaq.com/symbol/tr
BLD,TopBuild Corp.,35.88,$1.36B,2015,Basic Industries US,Engineering & Construction,http://www.nasdaq.com/symbol/bld
TMK,Torchmark Corporation,70.81,$8.4B,n/a,Finance US,Life Insurance,http://www.nasdaq.com/symbol/tmk
TMK^B,Torchmark Corporation,24.78,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tmk^b
TMK^C,Torchmark Corporation,25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tmk^c
TTC,Toro Company (The),51.6,$11.28B,n/a,Capital Goods US,Tools/Hardware,http://www.nasdaq.com/symbol/ttc
TD,Toronto Dominion Bank (The),46.39,$86.11B,n/a,Finance US,Commercial Banks,http://www.nasdaq.com/symbol/td
NDP,"Tortoise Energy US Independence Fund, Inc.",15.7,$227.9M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ndp
TYG,Tortoise Energy US Infrastructure Corporation,30.32,$1.47B,2004,n/a,n/a,http://www.nasdaq.com/symbol/tyg
NTG,"Tortoise MLP Fund, Inc.",19.31,$907.57M,2010,n/a,n/a,http://www.nasdaq.com/symbol/ntg
TTP,"Tortoise Pipeline & Energy US Fund, Inc.",20.58,$206.14M,2011,n/a,n/a,http://www.nasdaq.com/symbol/ttp
TPZ,"Tortoise Power and Energy US Infrastructure Fund, Inc",20.83,$144.8M,2009,n/a,n/a,http://www.nasdaq.com/symbol/tpz
TSS,"Total System Services, Inc.",48.73,$8.96B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/tss
TOT,"TotalFinaElf, S.A.",45.59,$109.1B,n/a,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/tot
TOWR,"Tower International, Inc.",24.25,$493.22M,2010,Capital Goods US,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/towr
TSQ,"Townsquare Media, Inc.",8.78,$161.5M,2014,Consumer Services US,Broadcasting,http://www.nasdaq.com/symbol/tsq
TM,Toyota Motor Corp Ltd Ord,111.78,$167.86B,n/a,Capital Goods US,Auto Manufacturing,http://www.nasdaq.com/symbol/tm
TSLX,"TPG Specialty Lending, Inc.",17.98,$1.07B,2014,n/a,n/a,http://www.nasdaq.com/symbol/tslx
TAC,TransAlta Corporation,3.8,$1.09B,n/a,Public Utilities US,Electric Utilities: Central,http://www.nasdaq.com/symbol/tac
TRP,TransCanada Corporation,43.19,$34.57B,n/a,Public Utilities US,Natural Gas Distribution,http://www.nasdaq.com/symbol/trp
TCI,"Transcontinental Realty Investors, Inc.",11.1534,$97.23M,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tci
TDG,Transdigm Group Incorporated,252.94,$13.47B,2006,Capital Goods US,Military/Government/Technical,http://www.nasdaq.com/symbol/tdg
TLP,TransMontaigne Partners L.P.,41.73,$673.41M,2005,Energy US,Natural Gas Distribution,http://www.nasdaq.com/symbol/tlp
RIG,Transocean Ltd.,10.63,$3.89B,n/a,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/rig
RIGP,Transocean Partners LLC,12,$822.01M,2014,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/rigp
TGS,Transportadora De Gas Sa Ord B,6.7,$1.06B,n/a,Public Utilities US,Natural Gas Distribution,http://www.nasdaq.com/symbol/tgs
TRU,TransUnion,29.85,$5.46B,2015,Finance US,Finance US: Consumer Services US,http://www.nasdaq.com/symbol/tru
TVPT,Travelport Worldwide Limited,13.21,$1.64B,2014,Consumer Services US,Transportation US Services,http://www.nasdaq.com/symbol/tvpt
TRR,"TRC Companies, Inc.",9.95,$312.33M,n/a,Consumer Services US,Military/Government/Technical,http://www.nasdaq.com/symbol/trr
TREC,Trecora Resources,11.85,$290.41M,n/a,Energy US,Integrated oil Companies,http://www.nasdaq.com/symbol/trec
TG,Tredegar Corporation,20.95,$689.71M,n/a,Capital Goods US,Metal Fabrications,http://www.nasdaq.com/symbol/tg
THS,"Treehouse Foods, Inc.",64.81,$3.68B,n/a,Consumer Non-Durables US,Packaged Foods,http://www.nasdaq.com/symbol/ths
TRMR,"Tremor Video, Inc.",1.82,$94.56M,2013,Technology US,Advertising,http://www.nasdaq.com/symbol/trmr
TREX,"Trex Company, Inc.",67.05,$1.97B,n/a,Basic Industries US,Forest Products,http://www.nasdaq.com/symbol/trex
TY,Tri Continental Corporation,21.21,$1.23B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ty
TY^,Tri Continental Corporation,50.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ty^
TPH,"TRI Pointe Group, Inc.",11.5,$1.84B,2013,Capital Goods US,Homebuilding,http://www.nasdaq.com/symbol/tph
TCAP,Triangle Capital Corporation,18.34,$740.22M,2007,n/a,n/a,http://www.nasdaq.com/symbol/tcap
TCCA,Triangle Capital Corporation,25.33,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcca
TCCB,Triangle Capital Corporation,25.86,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/tccb
TRCO,Tribune Media Company,36.02,$3.15B,2014,Consumer Services US,Broadcasting,http://www.nasdaq.com/symbol/trco
TSL,Trina Solar Limited,10.27,$950.82M,2006,Technology US,Semiconductors,http://www.nasdaq.com/symbol/tsl
TNET,"TriNet Group, Inc.",22.56,$1.55B,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/tnet
TRN,"Trinity Industries, Inc.",27.19,$4.14B,n/a,Capital Goods US,Railroads,http://www.nasdaq.com/symbol/trn
TSE,Trinseo S.A.,53.8,$2.4B,2014,Basic Industries US,Major Chemicals,http://www.nasdaq.com/symbol/tse
TPVG,TriplePoint Venture Growth BDC Corp.,12,$191.49M,2014,n/a,n/a,http://www.nasdaq.com/symbol/tpvg
TPVZ,TriplePoint Venture Growth BDC Corp.,25.13,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/tpvz
GTS,Triple-S Management Corporation,22.59,$548.32M,2007,Finance US,Accident &Health Insurance,http://www.nasdaq.com/symbol/gts
TRTN,Triton International Limited,16.99,$567.39M,2016,Technology US,Diversified Commercial Services,http://www.nasdaq.com/symbol/trtn
TGI,"Triumph Group, Inc.",30.3,$1.5B,1996,Capital Goods US,Aerospace,http://www.nasdaq.com/symbol/tgi
TROX,Tronox Limited,9.6,$1.12B,n/a,Basic Industries US,Major Chemicals,http://www.nasdaq.com/symbol/trox
TBI,"TrueBlue, Inc.",20.2,$858.07M,n/a,Technology US,Professional Services,http://www.nasdaq.com/symbol/tbi
TNP,Tsakos Energy US Navigation Ltd,4.62,$388.79M,2002,Transportation US,Marine Transportation US,http://www.nasdaq.com/symbol/tnp
TNP^B,Tsakos Energy US Navigation Ltd,24.6071,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tnp^b
TNP^C,Tsakos Energy US Navigation Ltd,25.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tnp^c
TNP^D,Tsakos Energy US Navigation Ltd,24.1844,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tnp^d
TUP,Tupperware Brands Corporation,58.35,$2.95B,n/a,Consumer Non-Durables US,Plastic Products,http://www.nasdaq.com/symbol/tup
TKC,Turkcell Iletisim Hizmetleri AS,7.09,$6.24B,n/a,Public Utilities US,Telecommunications Equipment,http://www.nasdaq.com/symbol/tkc
TKF,"Turkish Investment Fund, Inc. (The)",7.18,$33.44M,1989,n/a,n/a,http://www.nasdaq.com/symbol/tkf
TPB,"Turning Point Brands, Inc.",15.09,$270.12M,2016,Consumer Non-Durables US,Tobacco,http://www.nasdaq.com/symbol/tpb
TRQ,Turquoise Hill Resources Ltd.,3.45,$6.94B,n/a,Basic Industries US,Precious Metals,http://www.nasdaq.com/symbol/trq
TPC,Tutor Perini Corporation,29.2,$1.44B,n/a,Basic Industries US,General Bldg Contractors - Nonresidential Bldgs,http://www.nasdaq.com/symbol/tpc
TWLO,Twilio Inc.,31.39,$2.73B,2016,Technology US,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/twlo
TWTR,"Twitter, Inc.",19.14,$13.68B,2013,Technology US,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/twtr
TWO,Two Harbors Investments Corp,8.32,$2.89B,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/two
TYL,"Tyler Technologies, Inc.",147.34,$5.4B,n/a,Technology US,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tyl
TSN,"Tyson Foods, Inc.",68.48,$25.16B,n/a,Consumer Non-Durables US,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/tsn
TSNU,"Tyson Foods, Inc.",74.8,n/a,n/a,Consumer Non-Durables US,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/tsnu
USB,U.S. Bancorp,48.73,$82.83B,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/usb
USB^A,U.S. Bancorp,870,n/a,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/usb^a
USB^H,U.S. Bancorp,21.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usb^h
USB^M,U.S. Bancorp,28.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usb^m
USB^N,U.S. Bancorp,25.43,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usb^n
USB^O,U.S. Bancorp,24.46,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usb^o
USPH,"U.S. Physical Therapy, Inc.",61.2,$766.34M,1992,Health Care US,Medical/Nursing Services,http://www.nasdaq.com/symbol/usph
SLCA,"U.S. Silica Holdings, Inc.",45.89,$3.24B,2012,Basic Industries US,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/slca
UBS,UBS AG,16.35,$60.6B,2014,Finance US,Major Banks,http://www.nasdaq.com/symbol/ubs
UCP,"UCP, Inc.",10.15,$80.3M,2013,Capital Goods US,Homebuilding,http://www.nasdaq.com/symbol/ucp
UGI,UGI Corporation,43.19,$7.48B,n/a,Public Utilities US,Natural Gas Distribution,http://www.nasdaq.com/symbol/ugi
UGP,Ultrapar Participacoes S.A.,19.14,$10.65B,n/a,Public Utilities US,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ugp
UMH,"UMH Properties, Inc.",13.38,$383.6M,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/umh
UMH^A,"UMH Properties, Inc.",25.33,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/umh^a
UMH^B,"UMH Properties, Inc.",27.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/umh^b
UA,"Under Armour, Inc.",31.17,$13.66B,n/a,Consumer Non-Durables US,Apparel,http://www.nasdaq.com/symbol/ua
UA.C,"Under Armour, Inc.",n/a,n/a,2016,Consumer Non-Durables US,Apparel,http://www.nasdaq.com/symbol/ua.c
UFI,"Unifi, Inc.",30.61,$552.39M,n/a,Consumer Non-Durables US,Textiles,http://www.nasdaq.com/symbol/ufi
UNF,Unifirst Corporation,140.75,$2.85B,n/a,Consumer Services US,Other Consumer Services US,http://www.nasdaq.com/symbol/unf
UN,Unilever NV,39.4,$119.18B,n/a,Basic Industries US,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/un
UL,Unilever PLC,39.31,$118.91B,n/a,Basic Industries US,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ul
UNP,Union Pacific Corporation,99.43,$81.94B,n/a,Transportation US,Railroads,http://www.nasdaq.com/symbol/unp
UIS,Unisys Corporation,12.85,$643.57M,n/a,Technology US,EDP Services,http://www.nasdaq.com/symbol/uis
UNT,Unit Corporation,19.17,$987M,n/a,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/unt
UAL,"United Continental Holdings, Inc.",62.94,$19.97B,n/a,Transportation US,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ual
UDR,"United Dominion Realty Trust, Inc.",34.98,$9.35B,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/udr
UMC,United Microelectronics Corporation,1.8,$4.47B,n/a,Technology US,Semiconductors,http://www.nasdaq.com/symbol/umc
UPS,"United Parcel Service, Inc.",112.91,$98.53B,1999,Transportation US,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/ups
URI,"United Rentals, Inc.",94.69,$7.98B,1997,Technology US,Diversified Commercial Services,http://www.nasdaq.com/symbol/uri
USM,United States Cellular Corporation,33.97,$2.88B,1988,Public Utilities US,Telecommunications Equipment,http://www.nasdaq.com/symbol/usm
UZA,United States Cellular Corporation,24.99,n/a,n/a,Public Utilities US,Telecommunications Equipment,http://www.nasdaq.com/symbol/uza
UZB,United States Cellular Corporation,25.24,n/a,2014,Public Utilities US,Telecommunications Equipment,http://www.nasdaq.com/symbol/uzb
UZC,United States Cellular Corporation,24.95,n/a,2015,Public Utilities US,Telecommunications Equipment,http://www.nasdaq.com/symbol/uzc
X,United States Steel Corporation,27.78,$4.79B,n/a,Basic Industries US,Steel/Iron Ore,http://www.nasdaq.com/symbol/x
UTX,United Technologies Corporation,107.86,$88.81B,n/a,Capital Goods US,Aerospace,http://www.nasdaq.com/symbol/utx
UNH,UnitedHealth Group Incorporated,152.28,$144.94B,n/a,Health Care US,Medical Specialities,http://www.nasdaq.com/symbol/unh
UTL,UNITIL Corporation,40.55,$570.15M,n/a,Public Utilities US,Power Generation,http://www.nasdaq.com/symbol/utl
UNVR,Univar Inc.,23.93,$3.31B,2015,Consumer Durables US,Specialty Chemicals,http://www.nasdaq.com/symbol/unvr
UAM,Universal American Corp.,8.57,$532.2M,n/a,Health Care US,Medical Specialities,http://www.nasdaq.com/symbol/uam
UVV,Universal Corporation,54.7,$1.25B,n/a,Consumer Services US,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/uvv
UHT,Universal Health Realty Income Trust,55.56,$755.51M,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/uht
UHS,"Universal Health Services, Inc.",121.15,$11.75B,n/a,Health Care US,Hospital/Nursing Management,http://www.nasdaq.com/symbol/uhs
UVE,UNIVERSAL INSURANCE HOLDINGS INC,22.8,$798.88M,n/a,Finance US,Property-Casualty Insurers,http://www.nasdaq.com/symbol/uve
UTI,Universal Technical Institute Inc,2.33,$56.73M,2003,Consumer Services US,Other Consumer Services US,http://www.nasdaq.com/symbol/uti
UNM,Unum Group,41.43,$9.62B,n/a,Finance US,Accident &Health Insurance,http://www.nasdaq.com/symbol/unm
UE,Urban Edge Properties,26.4,$2.63B,2015,Finance US,Real Estate,http://www.nasdaq.com/symbol/ue
UBA,Urstadt Biddle Properties Inc.,21.66,$847.75M,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/uba
UBP,Urstadt Biddle Properties Inc.,17.85,$698.63M,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ubp
UBP^F,Urstadt Biddle Properties Inc.,25.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubp^f
UBP^G,Urstadt Biddle Properties Inc.,26.57,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubp^g
USFD,US Foods Holding Corp.,23.88,$5.27B,2016,Consumer Non-Durables US,Food Distributors,http://www.nasdaq.com/symbol/usfd
USAC,"USA Compression Partners, LP",18.12,$1.26B,2013,Public Utilities US,Natural Gas Distribution,http://www.nasdaq.com/symbol/usac
USNA,"USANA Health Sciences, Inc.",125.65,$1.53B,n/a,Consumer Durables US,Specialty Chemicals,http://www.nasdaq.com/symbol/usna
USDP,USD Partners LP,13.75,$312.06M,2014,Transportation US,Railroads,http://www.nasdaq.com/symbol/usdp
USG,USG Corporation,27.13,$3.96B,n/a,Capital Goods US,Building Materials,http://www.nasdaq.com/symbol/usg
BIF,"USLIFE Income Fund, Inc.",8.62,$914.55M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bif
VFC,V.F. Corporation,57.35,$23.73B,n/a,Consumer Non-Durables US,Apparel,http://www.nasdaq.com/symbol/vfc
EGY,Vaalco Energy US Inc,0.7117,$41.73M,n/a,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/egy
MTN,"Vail Resorts, Inc.",155.35,$5.62B,1997,Consumer Services US,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/mtn
VALE,VALE S.A.,7.69,$39.63B,n/a,Basic Industries US,Precious Metals,http://www.nasdaq.com/symbol/vale
VALE.P,VALE S.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vale.p
VRX,"Valeant Pharmaceuticals International, Inc.",17.55,$5.99B,n/a,Health Care US,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vrx
VLO,Valero Energy US Corporation,62.58,$28.33B,n/a,Energy US,Integrated oil Companies,http://www.nasdaq.com/symbol/vlo
VLP,Valero Energy US Partners LP,40.1,$2.7B,2013,Energy US,Natural Gas Distribution,http://www.nasdaq.com/symbol/vlp
VHI,"Valhi, Inc.",2.44,$827.55M,n/a,Basic Industries US,Major Chemicals,http://www.nasdaq.com/symbol/vhi
VR,"Validus Holdings, Ltd.",53.58,$4.25B,2007,Finance US,Property-Casualty Insurers,http://www.nasdaq.com/symbol/vr
VR^A,"Validus Holdings, Ltd.",23.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vr^a
VLY,Valley National Bancorp,11.13,$2.83B,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/vly
VLY.WS,Valley National Bancorp,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vly.ws
VLY^A,Valley National Bancorp,26.81,n/a,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/vly^a
VMI,"Valmont Industries, Inc.",142.6,$3.21B,n/a,Capital Goods US,Metal Fabrications,http://www.nasdaq.com/symbol/vmi
VAL,Valspar Corporation (The),102.65,$8.15B,n/a,Basic Industries US,Paints/Coatings,http://www.nasdaq.com/symbol/val
VVV,Valvoline Inc.,19.61,$4.01B,2016,Basic Industries US,Major Chemicals,http://www.nasdaq.com/symbol/vvv
VNTV,"Vantiv, Inc.",55.51,$10.62B,2012,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/vntv
